142.72 41.89 51 1.66 -0.45 -1.21 0.54 1.04 -0.69 24 X Y 201509121338A
128.67 31.13 12 -0.37 0.80 -0.44 0.08 0.38 1.53 26 X Y 201511132051B
128.69 31.39 12 -0.90 2.04 -1.13 2.00 0.60 4.56 24 X Y 201511141920A
146.56 43.33 76 -0.43 1.27 -0.84 2.00 1.34 -0.27 24 X Y 201511280251A
129.75 44.83 587 2.43 0.80 -3.23 -3.50 -3.66 -4.05 24 X Y 201601020422A
132.83 30.57 13 -0.38 -0.44 0.83 -0.05 0.36 0.25 25 X Y 201601050221A
141.01 44.46 254 -2.07 0.93 1.14 1.69 0.24 -1.80 25 X Y 201601111708A
142.78 42.00 54 0.93 -0.19 -0.74 0.29 0.73 -0.38 26 X Y 201601140325B
138.67 30.43 422 -4.00 4.11 -0.11 2.93 -1.29 1.38 24 X Y 201602141809A
136.45 33.22 19 0.54 -0.31 -0.23 0.56 0.49 -0.26 25 X Y 201604010239A
130.74 32.77 15 -0.33 2.06 -1.74 0.10 -0.47 1.08 25 X Y 201604141226A
130.74 32.81 19 -0.98 1.73 -0.75 0.29 -0.45 1.23 24 X Y 201604141307A
130.69 32.71 12 0.01 0.97 -0.98 0.22 -0.12 0.58 25 X Y 201604141503A
130.77 32.84 13 -1.66 5.06 -3.40 0.38 0.94 0.82 26 X Y 201604151625A
131.12 33.00 13 0.10 2.21 -2.31 0.16 -0.51 0.09 24 X Y 201604181142A
141.77 37.81 48 0.70 -0.06 -0.64 0.28 0.62 -0.22 25 X Y 201604201219A
147.65 43.66 74 -0.90 2.99 -2.09 2.66 1.87 -2.63 24 X Y 201605030000A
140.07 30.98 144 0.84 -0.12 -0.72 -0.44 -2.24 -1.05 24 X Y 201605210606A
142.24 37.08 22 2.58 -0.22 -2.35 1.03 2.59 -0.92 24 X Y 201606262257A
141.73 37.37 39 0.54 0.31 -0.85 -0.23 1.76 -0.65 24 X Y 201608150704A
143.91 40.33 12 0.68 -0.01 -0.67 0.41 1.03 -0.17 25 X Y 201608200901A
143.79 40.30 15 0.41 -0.04 -0.37 0.43 0.84 -0.14 25 X Y 201608201558A
137.78 30.69 473 -0.28 0.66 -0.38 0.46 -0.38 0.41 25 X Y 201608251704A
137.96 31.78 343 -0.24 -0.30 0.54 -1.47 -1.37 -0.04 24 X Y 201609031226A
141.13 36.35 40 1.79 -0.09 -1.70 0.51 1.29 -0.73 24 X Y 201609091153A
129.12 35.79 20 0.23 1.55 -1.78 0.72 -0.26 1.39 24 X Y 201609121132A
142.09 30.53 12 1.02 -0.02 -0.99 -0.47 0.40 0.20 25 X Y 201609201621A
141.74 34.47 12 1.97 -0.10 -1.87 -0.10 0.95 0.30 25 X Y 201609230014A
133.72 35.40 16 -0.19 1.94 -1.74 -0.15 -0.86 -2.07 25 X Y 201610210507B
148.26 44.07 35 0.64 -0.25 -0.39 0.17 0.46 -0.42 25 X Y 201610232025A
141.76 38.46 54 1.65 -0.06 -1.59 0.44 1.37 -0.41 25 X Y 201611112142A
141.46 37.31 12 -2.97 1.67 1.30 0.80 0.75 1.50 26 X Y 201611212059A
141.28 37.19 12 -6.41 0.84 5.58 1.50 2.18 1.97 24 X Y 201611232123A
140.52 36.82 12 -0.77 0.26 0.52 0.17 0.21 -0.32 25 X Y 201612281238A
140.74 35.64 45 1.84 -0.16 -1.68 0.03 1.13 -0.40 24 X Y 201702190919A
141.45 37.56 53 4.74 -0.40 -4.34 0.96 3.16 -1.30 24 X Y 201702280749A
142.16 41.49 55 3.56 -0.43 -3.13 1.23 2.32 -1.27 24 X Y 201703071608A
131.43 30.82 26 -4.89 -0.02 4.91 1.84 2.89 0.71 24 X Y 201704291232A
147.85 43.88 55 1.56 1.09 -2.65 1.55 0.79 -0.85 24 X Y 201705221100A
147.98 43.77 65 -0.50 1.78 -1.27 1.52 1.27 -0.44 24 X Y 201706281207A
