-117.403000 35.698000 76.329440 -25.000480 1 1 0.5 
-117.192000 35.621000 27.095100 -2.691520 1 1 0.5 
-117.671000 35.565000 -10.286750 21.200060 1 1 0.5 
-117.390000 35.897000 8.217060 -14.642710 1 1 0.5 
-118.074000 35.878000 -11.926880 1.301980 1 1 0.5 
-117.410000 36.159000 -2.285910 -10.125160 1 1 0.5 
-117.683000 35.339000 1.884550 9.751980 1 1 0.5 
-116.888000 35.711000 7.506940 -0.494140 1 1 0.5 
-118.260000 35.667000 -6.703340 -0.060000 1 1 0.5 
-116.889000 35.425000 4.448480 -0.990150 1 1 0.5 
-116.889000 35.425000 4.324910 -1.113800 1 1 0.5 
-117.893000 35.425000 -0.957670 4.303760 1 1 0.5 
-117.303000 35.239000 -0.370710 4.332840 1 1 0.5 
-117.573000 35.072000 0.308920 3.896570 1 1 0.5 
-116.890000 35.998000 3.830180 -0.247000 1 1 0.5 
-117.365000 35.117000 -0.308910 3.742150 1 1 0.5 
-117.165000 36.022000 2.193390 -2.786500 1 1 0.5 
-118.474000 35.662000 -3.521580 -0.309430 1 1 0.5 
-118.261000 36.093000 -3.367900 0.681920 1 1 0.5 
-117.205000 35.388000 2.934950 1.517030 1 1 0.5 
-118.557000 35.738000 -3.182270 -0.279280 1 1 0.5 
-118.498000 35.591000 -3.150880 0.125090 1 1 0.5 
-117.543000 34.987000 0.247130 2.812910 1 1 0.5 
-117.789000 36.531000 -0.092700 -2.758170 1 1 0.5 
-117.532000 36.614000 -0.525210 -2.664400 1 1 0.5 
-117.299000 35.012000 0.308910 2.411960 1 1 0.5 
-116.572000 35.321000 1.946200 -0.654500 1 1 0.5 
-118.016000 35.152000 0.556040 1.886770 1 1 0.5 
-118.017000 35.152000 0.432480 1.886640 1 1 0.5 
-116.122000 35.526000 1.915130 -0.186100 1 1 0.5 
-118.017000 35.152000 0.432480 1.794020 1 1 0.5 
-118.124000 35.378000 -1.575580 0.955220 1 1 0.5 
-118.006000 35.039000 0.401590 1.701240 1 1 0.5 
-117.407000 36.804000 -0.308950 -1.640910 1 1 0.5 
-118.754000 35.421000 -1.668110 -0.000460 1 1 0.5 
-119.045000 35.413000 -1.451740 -0.062670 1 1 0.5 
-119.063000 36.027000 -1.389910 -0.033200 1 1 0.5 
-117.799000 34.760000 0.339820 1.297970 1 1 0.5 
-118.127000 35.254000 -0.586980 1.206400 1 1 0.5 
-117.268000 34.785000 0.339820 1.295610 1 1 0.5 
-117.994000 36.606000 0.123570 -1.329350 1 1 0.5 
-117.549000 34.634000 0.401610 1.269730 1 1 0.5 
-116.763000 35.205000 1.297490 -0.029530 1 1 0.5 
-117.729000 34.510000 0.185360 1.174600 1 1 0.5 
-118.132000 36.467000 -0.061800 -1.146600 1 1 0.5 
-117.828000 34.640000 0.092680 1.144260 1 1 0.5 
-118.193000 34.875000 -0.092670 1.144230 1 1 0.5 
-117.388000 34.607000 -0.308930 1.052420 1 1 0.5 
-116.080000 35.287000 1.050220 -0.183450 1 1 0.5 
-117.955000 34.449000 -0.339840 0.992110 1 1 0.5 
-118.091000 36.570000 0.401600 -0.925930 1 1 0.5 
-118.139000 34.662000 0.061790 0.990030 1 1 0.5 
-118.415000 35.158000 -0.772400 0.464980 1 1 0.5 
-117.845000 34.458000 0.247160 0.865350 1 1 0.5 
-116.671000 34.937000 0.895840 0.061340 1 1 0.5 
-117.838000 34.586000 0.030890 0.895190 1 1 0.5 
-118.399000 34.618000 -0.834120 0.306680 1 1 0.5 
-117.281000 34.535000 -0.030900 0.864550 1 1 0.5 
-118.911000 35.201000 -0.833980 0.060980 1 1 0.5 
-117.678000 34.382000 0.309000 0.772330 1 1 0.5 
-117.704000 37.201000 0.000000 -0.805300 1 1 0.5 
-117.923000 34.508000 -0.123570 0.772670 1 1 0.5 
-118.470000 35.143000 -0.648760 0.430100 1 1 0.5 
-119.243000 35.750000 -0.772180 0.064230 1 1 0.5 
-118.541000 34.822000 -0.092670 0.742170 1 1 0.5 
-116.940000 35.090000 0.556100 0.495920 1 1 0.5 
-119.237000 35.744000 -0.741290 0.064120 1 1 0.5 
-118.121000 34.501000 0.494300 0.554110 1 1 0.5 
-119.237000 35.744000 -0.741290 0.033180 1 1 0.5 
-117.012000 34.919000 -0.030900 0.738720 1 1 0.5 
-118.939000 34.962000 -0.710470 0.154520 1 1 0.5 
-118.848000 34.792000 -0.308940 0.650950 1 1 0.5 
-118.245000 34.629000 -0.123580 0.679190 1 1 0.5 
-118.030000 34.527000 0.092680 0.678820 1 1 0.5 
-119.237000 35.744000 -0.679520 0.064540 1 1 0.5 
-118.118000 36.976000 -0.061790 -0.679440 1 1 0.5 
-117.110000 34.621000 0.154470 0.648800 1 1 0.5 
-117.835000 34.485000 0.247150 0.616110 1 1 0.5 
-117.394000 34.462000 0.000000 0.650930 1 1 0.5 
-117.154000 34.468000 0.030900 0.648370 1 1 0.5 
-119.229000 36.324000 -0.617730 -0.029430 1 1 0.5 
-118.612000 35.139000 -0.587000 0.092130 1 1 0.5 
-118.955000 36.586000 -0.586930 0.031690 1 1 0.5 
-119.349000 35.623000 -0.586860 -0.030740 1 1 0.5 
-116.104000 35.142000 0.401560 -0.402530 1 1 0.5 
-116.932000 34.669000 0.092690 0.553080 1 1 0.5 
-118.830000 34.946000 -0.525130 0.187450 1 1 0.5 
